Date,Period,Y8-ASW,Y8,Y9,Y8-RECCE,Y8-EW,Y8-ELINT,Y-9 EW,H6,H-6K,JH7,J7,J10,J11,J16,SU30,KJ-500	,Z9-ASW,Z8,Mi17-Cargo,WZ-10Attack,Y8-C3,source
2021-01-20,N/A,,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=77941&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-01-22,N/A,,,,,,,1,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=77952&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-01-23,N/A,1,,,,,,,,8,,,,,4,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=77954&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-01-24,N/A,2,,,1,,,,,,,,6,,4,2,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=77956&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-01-25,N/A,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=77959&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-01-26,N/A,1,,,,1,,,,,,,2,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=77979&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-01-27,N/A,2,,,1,1,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78000&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-01-28,N/A,,,,,,1,,,,,,2,,,,1,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78012&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-01-28,晚間,,,,,,,,,,,,2,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78014&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-01-29,N/A,1,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78028&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-01-30,N/A,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78031&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-01-31,N/A,,,,1,,,,,,,,2,2,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78033&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-01-31,晚間,,,,,,,,,,,,,2,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78035&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-01,N/A,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78042&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-02,晚間,,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78046&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-04,N/A,,,,1,,1,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78057&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-05,N/A,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78068&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-06,下午,,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78075&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-07,上午,2,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78079&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-08,晚間,,,,,,,,,,,,,,2,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78089&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-13,N/A,1,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78094&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-15,上午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78096&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-16,上午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78098&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-17,上午,,,,2,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78108&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-18,下午,,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78155&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-19,N/A,,,,,,,1,,,4,,,,4,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78160&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-20,N/A,1,,,,,,,,2,4,,2,,2,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78181&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-22,下午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78189&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-23,下午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78192&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-02-28,下午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78227&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-01,下午,1,,,0,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78229&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-02,下午,,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78232&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-03,N/A,1,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/PublishTable.aspx?Types=%E5%8D%B3%E6%99%82%E8%BB%8D%E4%BA%8B%E5%8B%95%E6%85%8B&title=%E5%9C%8B%E9%98%B2%E6%B6%88%E6%81%AF&Page=8
2021-03-08,N/A,1,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78264&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-10,下午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78283&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-11,晚間,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78289&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-12,N/A,,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78293&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-14,下午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78298&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-15,下午,1,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78306&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-17,下午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78314&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-20,上午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78332&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-22,上午,,,,,,,,,,,,2,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78341&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-24,下午,1,,,,,,,,,,,2,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78362&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-25,N/A,1,,,,,,,,,,,2,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78367&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-26,N/A,2,,,1,,,,,4,,,2,,10,,1,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78370&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-27,上午,,,,,,,,,,,,1,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78372&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-29,N/A,1,,,,,,,,,,,4,,4,,1,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78381&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-03-30,上午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78384&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-03,下午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78411&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-04,上午,,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78413&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-05,N/A,1,,,,,,,,,,,4,,4,,1,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78416&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-06,N/A,,,,1,,,,,,,,,,2,,1,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78418&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-07,N/A,1,,,,,,,,,,,8,,4,,2,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78432&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8bb
2021-04-08,N/A,2,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78444&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-09,N/A,1,,,,1,,,,,,,4,,4,,1,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78450&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-10,N/A,,,,1,1,,,,,,,,,,,2,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78453&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-11,N/A,,,,,1,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78455&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-12,N/A,2,,,,,,,,4,,,4,,14,,1,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78460&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-13,N/A,1,,,,,,,,,,,,,4,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78465&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-15,下午,,,,,,,,,,,,,,2,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78487&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-16,上午,,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78495&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-17,上午,,,,,,,,,,,,,,1,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78497&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-18,N/A,2,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78500&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-19,下午,,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78520&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-20,N/A,2,,,1,1,,,,,,,,,5,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78532&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-21,N/A,,,,1,1,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78533&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-24,下午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78548&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-25,上午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78550&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-26,上午,,,,1,1,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78569&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-04-30,N/A,1,,,,1,,,,,,,,,2,,1,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78581&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-02,N/A,1,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78584&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-04,下午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78593&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-06,下午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78600&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-07,N/A,2,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78603&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-08,N/A,1,,,,1,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78605&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-11,N/A,,,,,1,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78612&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-12,下午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78617&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-14,上午,1,,,,1,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78627&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-15,上午,,,,1,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78630&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-17,上午,,,,,1,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78636&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-19,上午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78647&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-20,N/A,1,,,,1,,,,,2,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78651&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-21,N/A,1,,,,1,,,,,,,,,2,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78658&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-22,下午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78662&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-23,上午,1,,,,1,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78664&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-24,上午,,,,,1,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78667&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-26,下午,,,,,,,,,,,,,,,,1,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78674&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-05-28,下午,1,,,,,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78693&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-06-03,上午,,,,,1,,,,,,,,,,,,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78702&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
2021-06-04,上午,,,,,,,,,,,,,,,,1,,,,,,https://www.mnd.gov.tw/Publish.aspx?p=78709&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b
