supplier_name,country,year,supplier_address,country_area
3M,China,2022,Guangdong,中港
3M,China,2022,Jiangsu,中港
3M,China,2022,Shanghai,中港
3M,Japan,2022,Miyazaki,東北亞（不含中港台）
3M,Japan,2022,Yamagata,東北亞（不含中港台）
3M,Singapore,2022,Singapore,東南亞
3M,Korea,2022,Gyeonggi-Do,東北亞（不含中港台）
3M,Korea,2022,Jeollanam-Do,東北亞（不含中港台）
3M,USA,2022,Alabama,北美
3M,USA,2022,Indiana,北美
3M,USA,2022,Iowa,北美
3M,USA,2022,Minnesota,北美
3M,USA,2022,Ohio,北美
3M,USA,2022,South Carolina,北美
3M,USA,2022,Wisconsin,北美
AAC Technologies Holdings Inc,China,2022,Guangdong,中港
AAC Technologies Holdings Inc,China,2022,Jiangsu,中港
Advanced Semiconductor Engineering Inc,China,2022,Jiangsu,中港
Advanced Semiconductor Engineering Inc,China,2022,Shanghai,中港
Advanced Semiconductor Engineering Inc,Japan,2022,Yamagata,東北亞（不含中港台）
Advanced Semiconductor Engineering Inc,Taiwan,2022,Taiwan,台灣
Advanced Semiconductor Engineering Inc,Vietnam,2022,Hai Phong,東南亞
AGC Incorporated,Belgium,2022,Antwerp,歐洲
AGC Incorporated,China,2022,Guangdong,中港
AGC Incorporated,China,2022,Jiangsu,中港
AGC Incorporated,Japan,2022,Chiba,東北亞（不含中港台）
AGC Incorporated,Japan,2022,Fukushima,東北亞（不含中港台）
AGC Incorporated,Japan,2022,Hyogo,東北亞（不含中港台）
AGC Incorporated,Japan,2022,Shizuoka,東北亞（不含中港台）
AGC Incorporated,Thailand,2022,Lamphun,東南亞
AKM Meadville Electronics (Xiamen) Company Ltd,China,2022,Guangdong,中港
AKM Meadville Electronics (Xiamen) Company Ltd,China,2022,Jiangsu,中港
AKM Meadville Electronics (Xiamen) Company Ltd,China,2022,Shanghai,中港
Alpha and Omega Semiconductor Ltd,China,2022,Chongqing,中港
Alpha and Omega Semiconductor Ltd,China,2022,Shanghai,中港
Alpha and Omega Semiconductor Ltd,USA,2022,Oregon,北美
Alps Electric Co Ltd,China,2022,Jiangsu,中港
Alps Electric Co Ltd,China,2022,Zhejiang,中港
Alps Electric Co Ltd,Japan,2022,Fukushima,東北亞（不含中港台）
Alps Electric Co Ltd,Japan,2022,Miyagi,東北亞（不含中港台）
Alps Electric Co Ltd,Japan,2022,Niigata,東北亞（不含中港台）
Alps Electric Co Ltd,Malaysia,2022,Negeri Sembilan,東南亞
Amkor Technology Inc,China,2022,Shanghai,中港
Amkor Technology Inc,Japan,2022,Fukui,東北亞（不含中港台）
Amkor Technology Inc,Japan,2022,Hokkaido,東北亞（不含中港台）
Amkor Technology Inc,Philippines,2022,Laguna,東南亞
Amkor Technology Inc,Korea,2022,Gyeonggi-Do,東北亞（不含中港台）
Amkor Technology Inc,Taiwan,2022,Taiwan,台灣
Amphenol Corp,China,2022,Guangdong,中港
Amphenol Corp,China,2022,Jiangsu,中港
Amphenol Corp,China,2022,Shanghai,中港
Amphenol Corp,China,2022,Zhejiang,中港
Amphenol Corp,USA,2022,Pennsylvania,北美
ams AG,Austria,2022,Styria,歐洲
ams AG,China,2022,Jiangsu,中港
ams AG,Germany,2022,Bavaria,歐洲
ams AG,Malaysia,2022,Penang,東南亞
ams AG,Philippines,2022,Laguna,東南亞
ams AG,Singapore,2022,Singapore,東南亞
ams AG,Taiwan,2022,Taiwan,台灣
ams AG,USA,2022,Texas,北美
Analog Devices Inc,China,2022,Guangdong,中港
Analog Devices Inc,China,2022,Jiangsu,中港
Analog Devices Inc,Ireland,2022,Munster,歐洲
Analog Devices Inc,Japan,2022,Mie,東北亞（不含中港台）
Analog Devices Inc,Japan,2022,Yamagata,東北亞（不含中港台）
Analog Devices Inc,Philippines,2022,Batangas,東南亞
Analog Devices Inc,Philippines,2022,Cavite,東南亞
Analog Devices Inc,Singapore,2022,Singapore,東南亞
Analog Devices Inc,Taiwan,2022,Taiwan,台灣
Analog Devices Inc,Thailand,2022,Bangkok,東南亞
Analog Devices Inc,Thailand,2022,Chachoengsao,東南亞
Analog Devices Inc,USA,2022,California,北美
Analog Devices Inc,USA,2022,Oregon,北美
Analog Devices Inc,USA,2022,Texas,北美
Analog Devices Inc,USA,2022,Washington,北美
AT&S,China,2022,Chongqing,中港
AT&S,China,2022,Shanghai,中港
Baotou Inst Magnetic New Materials Co Ltd,China,2022,Inner Mongolia Autonomous Region (IMAR),中港
Beijing Zhong Ke San Huan High-Tech Co Ltd,China,2022,Zhejiang,中港
Bichamp Cutting Technology (Hunan) Co Ltd,China,2022,Guangdong,中港
Biel Crystal Manufactory Ltd,Vietnam,2022,Bac Ninh,東南亞
BOE Technology Group Co Ltd,China,2022,Anhui,中港
BOE Technology Group Co Ltd,China,2022,Chongqing,中港
BOE Technology Group Co Ltd,China,2022,Sichuan,中港
Boyd Corporation,China,2022,Guangdong,中港
Boyd Corporation,China,2022,Jiangsu,中港
Avago Technologies Ltd,Singapore,2022,Singapore,東南亞
Avago Technologies Ltd,Taiwan,2022,Taiwan,台灣
Avago Technologies Ltd,USA,2022,Colorado,北美
Avago Technologies Ltd,USA,2022,Pennsylvania,北美
Bumchun Precision Co Ltd,Korea,2022,Gyeonggi-Do,東北亞（不含中港台）
BYD Co Ltd,China,2022,Guangdong,中港
BYD Co Ltd,China,2022,Shanghai,中港
BYD Co Ltd,Vietnam,2022,Phu Tho,東南亞
Career Technology (Mfg) Co Ltd,China,2022,Jiangsu,中港
Career Technology (Mfg) Co Ltd,Taiwan,2022,Taiwan,台灣
Catcher Technology Co Ltd,China,2022,Jiangsu,中港
CTM Holdings Ltd,China,2022,Guangdong,中港
CTM Holdings Ltd,China,2022,Jiangsu,中港
Cheng Uei Precision Industry Co Ltd (Foxlink),China,2022,Anhui,中港
Cheng Uei Precision Industry Co Ltd (Foxlink),China,2022,Guangdong,中港
Cheng Uei Precision Industry Co Ltd (Foxlink),China,2022,Jiangsu,中港
Cheng Uei Precision Industry Co Ltd (Foxlink),India,2022,Andhra Pradesh,南亞
Cheng Uei Precision Industry Co Ltd (Foxlink),Taiwan,2022,Taiwan,台灣
Chengdu Homin Technology Co Ltd,China,2022,Sichuan,中港
China Circuit Technology Corp,China,2022,Guangdong,中港
Cirrus Logic Inc,Germany,2022,Saxony,歐洲
Cirrus Logic Inc,Singapore,2022,Singapore,東南亞
Cirrus Logic Inc,Taiwan,2022,Taiwan,台灣
CN Innovations,China,2022,Guangdong,中港
CN Innovations,China,2022,Hubei,中港
Coherent Corporation,USA,2022,California,北美
Coherent Corporation,USA,2022,Illinois,北美
Coherent Corporation,USA,2022,New Jersey,北美
Coherent Corporation,USA,2022,Pennsylvania,北美
Coherent Corporation,USA,2022,Texas,北美
Compal Electronics Inc,China,2022,Chongqing,中港
Compal Electronics Inc,China,2022,Jiangsu,中港
Compal Electronics Inc,Thailand,2022,Phetchaburi,東南亞
Compal Electronics Inc,Vietnam,2022,Vinh Phuc,東南亞
Compeq Manufacturing Co Ltd,China,2022,Chongqing,中港
Compeq Manufacturing Co Ltd,China,2022,Guangdong,中港
Compeq Manufacturing Co Ltd,China,2022,Jiangsu,中港
Compeq Manufacturing Co Ltd,Taiwan,2022,Taiwan,台灣
Corning Inc,China,2022,Fujian,中港
Corning Inc,China,2022,Jiangsu,中港
Corning Inc,China,2022,Zhejiang,中港
Corning Inc,Korea,2022,Chungcheongnam-Do,東北亞（不含中港台）
Corning Inc,Taiwan,2022,Taiwan,台灣
Corning Inc,USA,2022,Kentucky,北美
Corning Inc,USA,2022,New York,北美
Cosmosupplylab Ltd,China,2022,Guangdong,中港
Cosmosupplylab Ltd,Thailand,2022,Chon Buri,東南亞
Cowell Optic Electronics Ltd,China,2022,Guangdong,中港
Crystal-Optech Co Ltd,China,2022,Zhejiang,中港
CymMetrik Enterprise,China,2022,Guangdong,中港
CymMetrik Enterprise,China,2022,Henan,中港
CymMetrik Enterprise,China,2022,Jiangsu,中港
CymMetrik Enterprise,Vietnam,2022,Bac Ninh,東南亞
Delta Electronics Inc,China,2022,Hunan,中港
Delta Electronics Inc,China,2022,Jiangsu,中港
Delta Electronics Inc,Taiwan,2022,Taiwan,台灣
Delta Electronics Inc,Thailand,2022,Chachoengsao,東南亞
Derkwoo Electronics Company Ltd,Korea,2022,Gyeongsangbuk-Do,東北亞（不含中港台）
Dexerials Corp,Japan,2022,Tochigi,東北亞（不含中港台）
Diodes Inc,China,2022,Anhui,中港
Diodes Inc,China,2022,Jiangsu,中港
Diodes Inc,China,2022,Jilin,中港
Diodes Inc,China,2022,Shanghai,中港
Diodes Inc,China,2022,Sichuan,中港
Diodes Inc,Germany,2022,Thuringia,歐洲
Diodes Inc,Japan,2022,Okayama,東北亞（不含中港台）
Diodes Inc,Singapore,2022,Singapore,東南亞
Diodes Inc,Korea,2022,Chungcheongbuk-Do,東北亞（不含中港台）
Diodes Inc,Korea,2022,Gyeonggi-Do,東北亞（不含中港台）
Diodes Inc,Korea,2022,Gyeongsangbuk-Do,東北亞（不含中港台）
Diodes Inc,Taiwan,2022,Taiwan,台灣
Diodes Inc,United Kingdom,2022,England,歐洲
Diodes Inc,USA,2022,California,北美
Diodes Inc,USA,2022,Missouri,北美
Dynapack International Technology,China,2022,Jiangsu,中港
Flextronics International Ltd,China,2022,Guangdong,中港
Flextronics International Ltd,India,2022,Tamil Nadu,南亞
Flextronics International Ltd,USA,2022,California,北美
Flextronics International Ltd,USA,2022,Texas,北美
Flexium Interconnect Inc,China,2022,Jiangsu,中港
Flexium Interconnect Inc,Taiwan,2022,Taiwan,台灣
Fujian Nanping Aluminium Company Ltd,China,2022,Sichuan,中港
Fujikura Ltd,China,2022,Guangdong,中港
Fujikura Ltd,China,2022,Shanghai,中港
Fujikura Ltd,Japan,2022,Tochigi,東北亞（不含中港台）
Fujikura Ltd,Japan,2022,Yamanashi,東北亞（不含中港台）
Fujikura Ltd,Thailand,2022,Bangkok,東南亞
Fujikura Ltd,Thailand,2022,Lamphun,東南亞
Fujikura Ltd,Thailand,2022,Pathum Thani,東南亞
Fujikura Ltd,Thailand,2022,Prachin Buri,東南亞
Fujikura Ltd,Thailand,2022,Phra Nakhon Si Ayutthaya,東南亞
General Interface Solution Ltd,China,2022,Guangdong,中港
General Interface Solution Ltd,China,2022,Sichuan,中港
Genius Electronic Optical Co Ltd,China,2022,Fujian,中港
Genius Electronic Optical Co Ltd,Taiwan,2022,Taiwan,台灣
GigaDevice Semiconductor Incorporated,China,2022,Beijing,中港
Global Lighting Technologies,China,2022,Shanghai,中港
GoerTek Inc,China,2022,Guangdong,中港
GoerTek Inc,China,2022,Shandong,中港
GoerTek Inc,Vietnam,2022,Bac Ninh,東南亞
Hama Naka Shoukin Industry Co Ltd,China,2022,Jiangsu,中港
Henkel Corp,China,2022,Guangdong,中港
Henkel Corp,China,2022,Shandong,中港
Henkel Corp,China,2022,Shanghai,中港
Henkel Corp,Germany,2022,Baden-Württemberg,歐洲
Henkel Corp,USA,2022,New Hampshire,北美
Henkel Corp,USA,2022,Ohio,北美
Henkel Corp,USA,2022,Puerto Rico,北美
Hi-P International Ltd,China,2022,Jiangsu,中港
Hi-P International Ltd,China,2022,Shanghai,中港
Hirose Electric Co Ltd,Japan,2022,Aomori,東北亞（不含中港台）
Hirose Electric Co Ltd,Japan,2022,Iwate,東北亞（不含中港台）
Hirose Electric Co Ltd,Japan,2022,Miyagi,東北亞（不含中港台）
Hirose Electric Co Ltd,Japan,2022,Toyama,東北亞（不含中港台）
Hirose Electric Co Ltd,Korea,2022,Gyeonggi-Do,東北亞（不含中港台）
Hitachi Ltd,Japan,2022,Ibaraki,東北亞（不含中港台）
Hitachi Ltd,Japan,2022,Osaka,東北亞（不含中港台）
Hon Hai Precision Industry Co Ltd (Foxconn),China,2022,Guangdong,中港
Hon Hai Precision Industry Co Ltd (Foxconn),China,2022,Henan,中港
Hon Hai Precision Industry Co Ltd (Foxconn),China,2022,Jiangsu,中港
Hon Hai Precision Industry Co Ltd (Foxconn),China,2022,Shanxi,中港
Hon Hai Precision Industry Co Ltd (Foxconn),China,2022,Sichuan,中港
Hon Hai Precision Industry Co Ltd (Foxconn),China,2022,Zhejiang,中港
Hon Hai Precision Industry Co Ltd (Foxconn),India,2022,Tamil Nadu,南亞
Hon Hai Precision Industry Co Ltd (Foxconn),USA,2022,California,北美
Hon Hai Precision Industry Co Ltd (Foxconn),Vietnam,2022,Bac Giang,東南亞
IDEMIA Group,China,2022,Guangdong,中港
IDEMIA Group,USA,2022,California,北美
INB Electronics Ltd,Vietnam,2022,Phu Tho,東南亞
Infineon Technologies AG,Austria,2022,Carinthia,歐洲
Infineon Technologies AG,China,2022,Jiangsu,中港
Infineon Technologies AG,China,2022,Shandong,中港
Infineon Technologies AG,Germany,2022,Bavaria,歐洲
Infineon Technologies AG,Germany,2022,Saxony,歐洲
Infineon Technologies AG,Malaysia,2022,Kedah,東南亞
Infineon Technologies AG,Malaysia,2022,Malacca (Melaka),東南亞
Infineon Technologies AG,Malaysia,2022,Perak,東南亞
Infineon Technologies AG,Philippines,2022,Laguna,東南亞
Infineon Technologies AG,Singapore,2022,Singapore,東南亞
Infineon Technologies AG,United Kingdom,2022,Wales,歐洲
Infineon Technologies AG,USA,2022,Texas,北美
Intel Corp,Ireland,2022,Leinster,歐洲
Intel Corp,Malaysia,2022,Kedah,東南亞
Intel Corp,Malaysia,2022,Penang,東南亞
Intel Corp,USA,2022,Arizona,北美
Intel Corp,USA,2022,Oregon,北美
Intel Corp,Vietnam,2022,Ho Chi Minh,東南亞
JPond Industry (Dongguan) Company Ltd,China,2022,Guangdong,中港
JPond Industry (Dongguan) Company Ltd,China,2022,Jiangsu,中港
Jabil Circuit Inc,China,2022,Guangdong,中港
Jabil Circuit Inc,China,2022,Hebei,中港
Jabil Circuit Inc,China,2022,Jiangsu,中港
Jabil Circuit Inc,China,2022,Sichuan,中港
Jabil Circuit Inc,India,2022,Maharashtra,南亞
Japan Aviation Electronics Industry Ltd,Japan,2022,Aomori,東北亞（不含中港台）
Japan Aviation Electronics Industry Ltd,Japan,2022,Tokyo,東北亞（不含中港台）
Japan Aviation Electronics Industry Ltd,Japan,2022,Yamagata,東北亞（不含中港台）
Japan Aviation Electronics Industry Ltd,Japan,2022,Yamanashi,東北亞（不含中港台）
Japan Display Inc,China,2022,Guangdong,中港
Japan Display Inc,China,2022,Jiangsu,中港
Japan Display Inc,Japan,2022,Chiba,東北亞（不含中港台）
JCET Group Company Ltd,China,2022,Jiangsu,中港
JCET Group Company Ltd,Singapore,2022,Singapore,東南亞
JCET Group Company Ltd,Korea,2022,Gyeonggi-Do,東北亞（不含中港台）
Jiangsu Gian Technology Company Ltd,China,2022,Jiangsu,中港
Jiangsu Kangrui New Material Technology Co Ltd,China,2022,Jiangsu,中港
JX Nippon Mining & Metals Corp,Japan,2022,Kanagawa,東北亞（不含中港台）
JX Nippon Mining & Metals Corp,Japan,2022,Oita,東北亞（不含中港台）
Kam Kiu Aluminium Products Group Ltd,China,2022,Guangdong,中港
Keiwa Inc,China,2022,Jiangsu,中港
Keiwa Inc,Japan,2022,Wakayama,東北亞（不含中港台）
Kioxia Holdings Corporation,China,2022,Shanghai,中港
Kioxia Holdings Corporation,Japan,2022,Mie,東北亞（不含中港台）
Kioxia Holdings Corporation,Japan,2022,Tokyo,東北亞（不含中港台）
Kioxia Holdings Corporation,USA,2022,California,北美
Knowles Corp,China,2022,Jiangsu,中港
Knowles Corp,Malaysia,2022,Penang,東南亞
Kunshan Kersen Science & Technology Co Ltd,China,2022,Jiangsu,中港
Kunshan Kersen Science & Technology Co Ltd,Taiwan,2022,Taiwan,台灣
Kyocera Group,China,2022,Guangdong,中港
Kyocera Group,Japan,2022,Kagoshima,東北亞（不含中港台）
Kyocera Group,Japan,2022,Kyoto,東北亞（不含中港台）
Kyocera Group,Japan,2022,Miyagi,東北亞（不含中港台）
Kyocera Group,Japan,2022,Nagano,東北亞（不含中港台）
Kyocera Group,Japan,2022,Niigata,東北亞（不含中港台）
Kyocera Group,Japan,2022,Shiga,東北亞（不含中港台）
Kyocera Group,Japan,2022,Yamagata,東北亞（不含中港台）
Largan Precision Co Ltd,China,2022,Guangdong,中港
Largan Precision Co Ltd,Taiwan,2022,Taiwan,台灣
Lattice Semiconductor Corp,Taiwan,2022,Taiwan,台灣
Lens One Technology,China,2022,Guangdong,中港
Lens One Technology,China,2022,Hunan,中港
Lens One Technology,China,2022,Jiangsu,中港
Lens One Technology,Vietnam,2022,Bac Giang,東南亞
LG Chem Ltd,China,2022,Jiangsu,中港
LG Chem Ltd,Korea,2022,Chungcheongbuk-Do,東北亞（不含中港台）
LG Display Co Ltd,China,2022,Guangdong,中港
LG Display Co Ltd,China,2022,Jiangsu,中港
LG Display Co Ltd,China,2022,Shandong,中港
LG Display Co Ltd,Korea,2022,Gyeonggi-Do,東北亞（不含中港台）
LG Display Co Ltd,Korea,2022,Gyeongsangbuk-Do,東北亞（不含中港台）
LG Display Co Ltd,Vietnam,2022,Hai Phong,東南亞
LG Innotek Co Ltd,Korea,2022,Gyeonggi-Do,東北亞（不含中港台）
LG Innotek Co Ltd,Korea,2022,Gyeongsangbuk-Do,東北亞（不含中港台）
LG Innotek Co Ltd,Vietnam,2022,Hai Phong,東南亞
Lingyi iTech (Guangdong) Company,China,2022,Guangdong,中港
Lingyi iTech (Guangdong) Company,China,2022,Henan,中港
Lingyi iTech (Guangdong) Company,China,2022,Jiangsu,中港
Lingyi iTech (Guangdong) Company,China,2022,Sichuan,中港
Lingyi iTech (Guangdong) Company,India,2022,Tamil Nadu,南亞
Lite-On Technology Corp,China,2022,Guangdong,中港
Lite-On Technology Corp,China,2022,Hebei,中港
Lite-On Technology Corp,China,2022,Jiangsu,中港
LOTES Company Ltd,China,2022,Guangdong,中港
Luen Fung Group,China,2022,Guangdong,中港
Lumentum Holdings,Taiwan,2022,Taiwan,台灣
Lumentum Holdings,USA,2022,California,北美
Lumileds Holding BV,Malaysia,2022,Penang,東南亞
Lumileds Holding BV,Singapore,2022,Singapore,東南亞
Luxshare Precision Industry Company Ltd,China,2022,Anhui,中港
Luxshare Precision Industry Company Ltd,China,2022,Guangdong,中港
Luxshare Precision Industry Company Ltd,China,2022,Jiangsu,中港
Luxshare Precision Industry Company Ltd,China,2022,Jiangxi,中港
Luxshare Precision Industry Company Ltd,China,2022,Shanghai,中港
Luxshare Precision Industry Company Ltd,China,2022,Zhejiang,中港
Luxshare Precision Industry Company Ltd,Vietnam,2022,Bac Giang,東南亞
LX Semicon,Singapore,2022,Singapore,東南亞
LX Semicon,Korea,2022,Chungcheongbuk-Do,東北亞（不含中港台）
LX Semicon,Korea,2022,Chungcheongnam-Do,東北亞（不含中港台）
LX Semicon,Korea,2022,Gyeongsangbuk-Do,東北亞（不含中港台）
Marian Inc,China,2022,Guangdong,中港
Marian Inc,China,2022,Jiangsu,中港
Microchip Technology Inc,Philippines,2022,Laguna,東南亞
Micron Technology Inc,China,2022,Shaanxi,中港
Micron Technology Inc,Japan,2022,Hiroshima,東北亞（不含中港台）
Micron Technology Inc,Singapore,2022,Singapore,東南亞
Micron Technology Inc,Taiwan,2022,Taiwan,台灣
Minebea Co Ltd,Cambodia,2022,Phnom Penh,東南亞
Minebea Co Ltd,China,2022,Shandong,中港
Minebea Co Ltd,China,2022,Shanghai,中港
Minebea Co Ltd,Japan,2022,Aomori,東北亞（不含中港台）
Minebea Co Ltd,Japan,2022,Hokkaido,東北亞（不含中港台）
Minebea Co Ltd,Japan,2022,Kagawa,東北亞（不含中港台）
Minebea Co Ltd,Japan,2022,Kanagawa,東北亞（不含中港台）
Minebea Co Ltd,Japan,2022,Miyazaki,東北亞（不含中港台）
Minebea Co Ltd,Japan,2022,Tokyo,東北亞（不含中港台）
Minebea Co Ltd,Japan,2022,Yamagata,東北亞（不含中港台）
Minebea Co Ltd,Philippines,2022,Cebu,東南亞
Minebea Co Ltd,Thailand,2022,Lop Buri,東南亞
Minebea Co Ltd,Thailand,2022,Phra Nakhon Si Ayutthaya,東南亞
Molex Inc,China,2022,Jiangsu,中港
Molex Inc,China,2022,Liaoning,中港
Molex Inc,China,2022,Shanghai,中港
Molex Inc,India,2022,Karnataka,南亞
Molex Inc,Japan,2022,Kagoshima,東北亞（不含中港台）
Molex Inc,Japan,2022,Shizuoka,東北亞（不含中港台）
Molex Inc,Malaysia,2022,Penang,東南亞
Molex Inc,Mexico,2022,Sonora,拉美
Molex Inc,Singapore,2022,Singapore,東南亞
Molex Inc,Korea,2022,Gyeonggi-Do,東北亞（不含中港台）
Molex Inc,Vietnam,2022,Da Nang,東南亞
Molex Inc,Vietnam,2022,Hanoi,東南亞
Murata Manufacturing Co Ltd,China,2022,Guangdong,中港
Murata Manufacturing Co Ltd,China,2022,Jiangsu,中港
Murata Manufacturing Co Ltd,Japan,2022,Fukui,東北亞（不含中港台）
Murata Manufacturing Co Ltd,Japan,2022,Fukushima,東北亞（不含中港台）
Murata Manufacturing Co Ltd,Japan,2022,Ishikawa,東北亞（不含中港台）
Murata Manufacturing Co Ltd,Japan,2022,Miyagi,東北亞（不含中港台）
Murata Manufacturing Co Ltd,Japan,2022,Miyazaki,東北亞（不含中港台）
Murata Manufacturing Co Ltd,Japan,2022,Nagano,東北亞（不含中港台）
Murata Manufacturing Co Ltd,Japan,2022,"Okayama,",東北亞（不含中港台）
Murata Manufacturing Co Ltd,Japan,2022,Shiga,東北亞（不含中港台）
Murata Manufacturing Co Ltd,Japan,2022,Shimane,東北亞（不含中港台）
Murata Manufacturing Co Ltd,Japan,2022,Toyama,東北亞（不含中港台）
Murata Manufacturing Co Ltd,Malaysia,2022,Perak,東南亞
Murata Manufacturing Co Ltd,Singapore,2022,Singapore,東南亞
Murata Manufacturing Co Ltd,Taiwan,2022,Taiwan,台灣
Murata Manufacturing Co Ltd,Thailand,2022,Lamphun,東南亞
Murata Manufacturing Co Ltd,Vietnam,2022,Da Nang,東南亞
Murata Manufacturing Co Ltd,Vietnam,2022,Tien Giang,東南亞
MYS Group Co Ltd,China,2022,Chongqing,中港
MYS Group Co Ltd,China,2022,Guangdong,中港
MYS Group Co Ltd,China,2022,Jiangsu,中港
MYS Group Co Ltd,Vietnam,2022,Ha Nam,東南亞
Nanofilm Technologies International Private Ltd,China,2022,Shanghai,中港
Nanofilm Technologies International Private Ltd,Vietnam,2022,Hai Duong,東南亞
Nanya Technology Corporation,China,2022,Jiangsu,中港
Nanya Technology Corporation,Taiwan,2022,Taiwan,台灣
Nichia Corp,Japan,2022,Tokushima,東北亞（不含中港台）
Nidec Corp,China,2022,Guangdong,中港
Nidec Corp,Philippines,2022,Laguna,東南亞
Nidec Corp,Thailand,2022,Phra Nakhon Si Ayutthaya,東南亞
Nippon Light Metal Holdings Company Ltd,Japan,2022,Aichi,東北亞（不含中港台）
Nippon Steel & Sumitomo Metal Corporation,China,2022,Jiangsu,中港
Nippon Steel & Sumitomo Metal Corporation,Japan,2022,Chiba,東北亞（不含中港台）
Nippon Steel & Sumitomo Metal Corporation,Japan,2022,Fukuoka,東北亞（不含中港台）
Nippon Steel & Sumitomo Metal Corporation,Japan,2022,Yamaguchi,東北亞（不含中港台）
Nissha Printing Co Ltd,Japan,2022,Hyogo,東北亞（不含中港台）
Nissha Printing Co Ltd,Japan,2022,Ishikawa,東北亞（不含中港台）
Nissha Printing Co Ltd,Japan,2022,Shiga,東北亞（不含中港台）
Nitto Denko Corp,China,2022,Guangdong,中港
Nitto Denko Corp,China,2022,Shanghai,中港
Nitto Denko Corp,Japan,2022,Aichi,東北亞（不含中港台）
Nitto Denko Corp,Japan,2022,Hiroshima,東北亞（不含中港台）
Nitto Denko Corp,Japan,2022,Mie,東北亞（不含中港台）
Nitto Denko Corp,Japan,2022,Miyagi,東北亞（不含中港台）
Nitto Denko Corp,Japan,2022,Osaka,東北亞（不含中港台）
Nitto Denko Corp,Korea,2022,Gyeonggi-Do,東北亞（不含中港台）
NOK Corp,China,2022,Guangdong,中港
NOK Corp,China,2022,Jiangsu,中港
NOK Corp,Japan,2022,Ibaraki,東北亞（不含中港台）
NOK Corp,Taiwan,2022,Taiwan,台灣
NOK Corp,Thailand,2022,Phra Nakhon Si Ayutthaya,東南亞
NOK Corp,Vietnam,2022,Hung Yen,東南亞
Novatek Microelectronics Corp,Taiwan,2022,Taiwan,台灣
NXP Semiconductor NV,China,2022,Jiangsu,中港
NXP Semiconductor NV,China,2022,Shanghai,中港
NXP Semiconductor NV,Japan,2022,Okayama,東北亞（不含中港台）
NXP Semiconductor NV,Netherlands,2022,Gelderland,歐洲
NXP Semiconductor NV,Singapore,2022,Singapore,東南亞
NXP Semiconductor NV,Taiwan,2022,Taiwan,台灣
NXP Semiconductor NV,Thailand,2022,Chachoengsao,東南亞
NXP Semiconductor NV,Thailand,2022,Phra Nakhon Si Ayutthaya,東南亞
NXP Semiconductor NV,USA,2022,Arizona,北美
ON Semiconductor Corp,China,2022,Guangdong,中港
ON Semiconductor Corp,China,2022,Jiangsu,中港
ON Semiconductor Corp,China,2022,Shanghai,中港
ON Semiconductor Corp,China,2022,Sichuan,中港
ON Semiconductor Corp,Czech,2022,Zlin,歐洲
ON Semiconductor Corp,India,2022,Tamil Nadu,南亞
ON Semiconductor Corp,Israel,2022,Israel,西亞
ON Semiconductor Corp,Japan,2022,Chubu,東北亞（不含中港台）
ON Semiconductor Corp,Japan,2022,Fukushima,東北亞（不含中港台）
ON Semiconductor Corp,Japan,2022,Gifu,東北亞（不含中港台）
ON Semiconductor Corp,Japan,2022,Niigata,東北亞（不含中港台）
ON Semiconductor Corp,Japan,2022,Okayama,東北亞（不含中港台）
ON Semiconductor Corp,Japan,2022,Toyama,東北亞（不含中港台）
ON Semiconductor Corp,Malaysia,2022,Negeri Sembilan,東南亞
ON Semiconductor Corp,Malaysia,2022,Penang,東南亞
ON Semiconductor Corp,Malaysia,2022,Selangor,東南亞
ON Semiconductor Corp,Philippines,2022,Cebu,東南亞
ON Semiconductor Corp,Philippines,2022,Laguna,東南亞
ON Semiconductor Corp,Philippines,2022,Tarlac,東南亞
ON Semiconductor Corp,Singapore,2022,Singapore,東南亞
ON Semiconductor Corp,Korea,2022,Gyeonggi-Do,東北亞（不含中港台）
ON Semiconductor Corp,Taiwan,2022,Taiwan,台灣
ON Semiconductor Corp,Thailand,2022,Bangkok,東南亞
ON Semiconductor Corp,Thailand,2022,Chachoengsao,東南亞
ON Semiconductor Corp,Thailand,2022,Phra Nakhon Si Ayutthaya,東南亞
ON Semiconductor Corp,USA,2022,Arizona,北美
ON Semiconductor Corp,USA,2022,Idaho,北美
ON Semiconductor Corp,USA,2022,Maine,北美
ON Semiconductor Corp,USA,2022,Oregon,北美
ON Semiconductor Corp,USA,2022,Pennsylvania,北美
ON Semiconductor Corp,USA,2022,Texas,北美
ON Semiconductor Corp,USA,2022,Utah,北美
Panasonic Corp,China,2022,Shandong,中港
Panasonic Corp,Indonesia,2022,Jawa Barat,東南亞
Panasonic Corp,Indonesia,2022,West Java,東南亞
Panasonic Corp,Japan,2022,Fukui,東北亞（不含中港台）
Panasonic Corp,Japan,2022,Hokkaido,東北亞（不含中港台）
Panasonic Corp,Japan,2022,Kyoto,東北亞（不含中港台）
Panasonic Corp,Japan,2022,Mie,東北亞（不含中港台）
Panasonic Corp,Japan,2022,Niigata,東北亞（不含中港台）
Panasonic Corp,Japan,2022,Okayama,東北亞（不含中港台）
Panasonic Corp,Japan,2022,Saga,東北亞（不含中港台）
Parade Technologies Ltd,China,2022,Sichuan,中港
Parade Technologies Ltd,Singapore,2022,Singapore,東南亞
Parade Technologies Ltd,Korea,2022,Gyeonggi-Do,東北亞（不含中港台）
